date,open,high,low,close,volume
2024-10-29 04:00:00+00:00,264.64,264.94,255.545,259.5,835170.0
2024-10-30 04:00:00+00:00,257.99,263.35,255.9,257.595,703031.0
2024-10-31 04:00:00+00:00,258.02,259.65,249.31,249.82,666953.0
2024-11-01 04:00:00+00:00,251.93,254.0,246.65,248.85,662165.0
2024-11-04 05:00:00+00:00,244.55,248.84,238.955,242.91,685256.0
2024-11-05 05:00:00+00:00,247.4,255.19,246.36,251.44,711880.0
2024-11-06 05:00:00+00:00,284.725,289.56,275.81,288.56,2141148.0
2024-11-07 05:00:00+00:00,289.045,299.72,285.64,297.01,1405209.0
2024-11-08 05:00:00+00:00,299.14,328.59,297.715,321.175,2204163.0
2024-11-11 05:00:00+00:00,346.365,358.56,336.02,350.315,2179040.0
2024-11-12 05:00:00+00:00,342.645,345.62,323.39,328.54,1537138.0
2024-11-13 05:00:00+00:00,335.935,344.48,322.6,330.29,895360.0
2024-11-14 05:00:00+00:00,327.81,329.92,310.39,311.08,1117724.0
2024-11-15 05:00:00+00:00,310.85,324.63,309.33,320.95,1010709.0
2024-11-18 05:00:00+00:00,340.725,348.49,330.01,338.71,1327574.0
2024-11-19 05:00:00+00:00,335.765,347.31,332.99,345.88,950295.0
2024-11-20 05:00:00+00:00,345.05,346.58,334.33,342.07,604672.0
2024-11-21 05:00:00+00:00,343.825,347.87,335.34,339.69,559920.0
2024-11-22 05:00:00+00:00,340.99,356.54,337.8,352.67,672497.0
2024-11-25 05:00:00+00:00,360.495,361.81,338.2,338.57,709226.0
2024-11-26 05:00:00+00:00,341.08,346.96,335.69,338.19,554903.0
2024-11-27 05:00:00+00:00,341.88,342.44,326.83,332.92,445343.0
2024-11-29 05:00:00+00:00,336.235,345.2,334.8,345.13,292912.0
2024-12-02 05:00:00+00:00,352.44,359.98,351.17,356.91,439735.0
2024-12-03 05:00:00+00:00,351.325,355.65,348.22,351.39,525719.0
2024-12-04 05:00:00+00:00,353.26,358.09,348.61,357.73,400117.0
2024-12-05 05:00:00+00:00,359.99,375.39,359.64,369.4,992077.0
2024-12-06 05:00:00+00:00,377.19,389.43,370.89,389.27,682149.0
2024-12-09 05:00:00+00:00,397.61,404.75,378.22,389.99,711423.0
2024-12-10 05:00:00+00:00,392.64,409.64,390.92,401.0,1033835.0
2024-12-11 05:00:00+00:00,409.83,424.81,402.56,424.67,1051928.0
2024-12-12 05:00:00+00:00,424.805,429.25,415.0,418.18,715069.0
2024-12-13 05:00:00+00:00,420.35,436.255,415.76,436.24,658977.0
2024-12-16 05:00:00+00:00,441.07,463.11,436.3,463.11,1065311.0
